account_id,customer_id,branch_id,account_type,opening_date,current_balance,account_status
1994,4767,20,Current,2024-03-19,217372,Active
1995,2899,118,Current,2016-08-31,431035,Active
1996,4257,57,Salary,2020-07-16,337865,Closed
1997,1586,26,Current,2020-05-02,365273,Active
1998,758,115,Savings,2021-11-21,23419,Active
1999,1994,56,Current,2018-04-15,419263,Active
2000,809,89,Current,2018-01-27,427334,Active
2001,3309,93,Current,2021-10-23,98875,Active
2002,3127,27,Current,2017-08-10,492932,Active
2003,1409,48,Salary,2016-04-09,299295,Active
2004,5232,82,Salary,2018-04-27,390603,Dormant
2005,873,29,Salary,2021-05-15,261652,Active
2006,1747,36,Savings,2023-06-25,494302,Active
2007,4864,37,Salary,2022-01-19,369635,Active
2008,5193,50,Savings,2023-03-01,324057,Active
2009,1505,81,Current,2016-10-21,135707,Active
2010,2372,28,Savings,2019-01-23,268113,Active
2011,5743,32,Current,2018-10-18,401744,Active
2012,355,119,Savings,2019-01-29,384621,Dormant
2013,2921,114,Savings,2018-12-10,388228,Active
2014,3773,85,Current,2023-03-15,470347,Dormant
2015,4802,112,Savings,2020-03-23,420460,Active
2016,216,52,Salary,2018-05-04,449306,Active
2017,3727,19,Salary,2020-02-20,341379,Active
2018,1637,44,Savings,2016-04-04,459781,Active
2019,5643,2,Current,2023-04-04,49578,Active
2020,1422,27,Current,2016-09-03,458559,Active
2021,1141,59,Savings,2023-06-28,320960,Active
2022,2360,28,Salary,2020-12-30,39273,Closed
2023,4827,36,Salary,2023-12-21,264516,Active
2024,855,54,Salary,2023-05-09,467217,Active
2025,419,113,Salary,2021-10-20,10666,Active
2026,971,4,Salary,2019-08-26,158838,Closed
2027,3284,60,Current,2017-10-14,55572,Active
2028,4888,11,Current,2020-01-21,173073,Active
2029,5538,63,Savings,2021-05-29,450758,Active
2030,5936,19,Salary,2020-06-13,418851,Closed
2031,4918,61,Salary,2021-10-30,42209,Active
2032,3752,28,Savings,2021-04-05,433827,Active
2033,5672,102,Salary,2017-02-06,170704,Closed
2034,808,92,Savings,2017-10-22,422633,Dormant
2035,4752,4,Salary,2022-07-11,441285,Active
2036,4773,10,Salary,2023-11-18,323883,Active
2037,2717,114,Savings,2018-11-03,497540,Active
2038,1924,55,Savings,2021-10-16,220285,Closed
2039,2998,48,Salary,2017-08-31,161632,Active
2040,1922,8,Savings,2020-03-20,117085,Active
2041,2314,33,Salary,2019-05-18,61061,Active
2042,4240,78,Savings,2024-03-06,142734,Dormant
2043,3048,116,Current,2019-07-18,439575,Dormant
2044,1572,55,Savings,2023-07-14,239236,Active
2045,3085,70,Current,2022-04-22,149033,Dormant
2046,2132,9,Current,2021-09-01,145021,Active
2047,3054,26,Current,2023-04-16,310046,Active
2048,4719,72,Savings,2021-06-26,251650,Active
2049,2787,93,Current,2020-04-03,465917,Dormant
2050,5207,79,Salary,2023-05-03,27248,Active
2051,5945,118,Current,2018-08-07,85829,Active
2052,3772,86,Current,2017-04-02,472132,Active
2053,2444,63,Salary,2021-05-24,215851,Active
2054,4287,110,Salary,2021-08-14,46917,Active
2055,3126,24,Savings,2022-11-12,65411,Dormant
2056,293,21,Salary,2018-10-01,243642,Active
2057,2388,82,Savings,2020-07-18,130744,Active
2058,3699,54,Savings,2019-10-14,200209,Active
2059,125,24,Salary,2020-09-25,436943,Active
2060,3684,55,Current,2018-06-23,462423,Active
2061,581,61,Current,2018-01-12,469880,Closed
2062,4832,82,Salary,2022-10-28,164452,Active
2063,182,24,Salary,2020-09-08,171478,Active
2064,2592,79,Savings,2017-06-30,245409,Active
2065,1572,11,Salary,2020-10-15,394308,Active
2066,4094,45,Savings,2022-01-09,254066,Dormant
2067,3919,103,Salary,2016-02-05,194204,Active
2068,3691,11,Savings,2023-02-09,131299,Active
2069,388,50,Savings,2020-12-05,492968,Closed
2070,3837,49,Salary,2017-04-11,184010,Active
2071,3203,42,Current,2024-01-28,155628,Active
2072,5910,24,Savings,2020-09-26,251745,Active
2073,4270,91,Current,2019-04-23,99163,Active
2074,3922,113,Savings,2016-04-23,90313,Active
2075,1178,62,Salary,2022-05-31,170125,Active
2076,3996,64,Savings,2023-12-23,453718,Closed
2077,3463,29,Savings,2022-02-07,84913,Active
2078,5947,79,Current,2022-12-25,41659,Active
2079,5621,47,Current,2020-01-07,282872,Active
2080,212,62,Savings,2019-08-03,27757,Active
2081,1693,110,Current,2019-06-22,396056,Active
2082,2371,68,Savings,2023-06-06,142015,Closed
2083,5896,72,Savings,2023-01-18,274435,Active
2084,3982,40,Savings,2018-07-12,434562,Dormant
2085,3215,65,Salary,2022-04-09,446267,Closed
2086,3508,38,Salary,2023-07-19,57633,Dormant
2087,5359,93,Salary,2018-08-03,238374,Active
2088,4465,33,Current,2019-10-05,468149,Active
2089,1741,74,Salary,2019-06-30,58695,Active
2090,2782,5,Salary,2022-10-10,187341,Closed
2091,887,91,Salary,2024-03-13,418313,Active
2092,1284,83,Salary,2021-09-26,129344,Active
2093,5307,6,Salary,2017-05-07,286659,Active
2094,2669,67,Salary,2023-06-13,408500,Closed
2095,5414,100,Savings,2017-06-04,36336,Active
2096,472,40,Salary,2023-11-12,118090,Dormant
2097,3321,47,Savings,2019-01-24,494779,Active
2098,4860,47,Savings,2016-11-11,106272,Active
2099,302,116,Current,2021-10-26,79859,Active
2100,5467,75,Current,2024-03-09,119997,Active
2101,1509,36,Current,2020-10-07,363644,Active
2102,2938,61,Salary,2016-04-07,53834,Dormant
2103,855,108,Current,2023-04-08,411479,Active
2104,2266,44,Savings,2021-04-07,216270,Active
2105,1447,17,Current,2019-11-19,297726,Active
2106,4356,58,Salary,2022-12-11,100780,Active
2107,1602,106,Current,2017-08-29,284995,Dormant
2108,5909,101,Current,2016-08-03,482899,Active
2109,1525,27,Current,2021-10-16,149086,Active
2110,3173,100,Salary,2021-12-06,106648,Closed
2111,3788,75,Savings,2022-11-09,6964,Active
2112,3505,14,Salary,2022-01-05,143799,Active
2113,3379,10,Salary,2022-05-31,42554,Active
2114,557,39,Savings,2017-08-17,131449,Active
2115,3999,95,Current,2018-08-10,473433,Active
2116,4931,67,Current,2022-09-29,403718,Active
2117,861,4,Salary,2023-05-05,56663,Dormant
2118,160,97,Savings,2022-10-13,82125,Active
2119,3609,2,Current,2021-01-20,299277,Active
2120,3980,81,Savings,2024-02-26,217453,Active
2121,4378,113,Current,2019-08-31,172000,Closed
2122,1801,113,Salary,2023-04-25,260009,Dormant
2123,735,2,Savings,2022-01-11,74461,Active
2124,2292,104,Current,2023-02-17,339002,Active
2125,2352,108,Salary,2019-11-17,414736,Closed
2126,1192,21,Savings,2020-09-16,96944,Closed
2127,1783,64,Savings,2016-08-30,327734,Dormant
2128,2415,90,Salary,2020-03-31,411783,Active
2129,4991,12,Savings,2020-08-22,125364,Active
2130,2756,92,Savings,2018-11-27,329317,Active
2131,1335,6,Savings,2023-02-01,87514,Active
2132,1180,4,Savings,2022-03-04,452907,Active
2133,5893,105,Salary,2016-04-05,421429,Closed
2134,4103,55,Savings,2016-01-18,19029,Dormant
2135,1311,33,Savings,2016-04-02,81029,Dormant
2136,1742,26,Current,2021-03-12,100916,Dormant
2137,3948,120,Current,2023-12-16,467054,Active
2138,4822,107,Salary,2021-06-19,436086,Active
2139,3899,87,Savings,2018-11-18,61815,Closed
2140,4381,111,Salary,2021-07-09,63652,Active
2141,3457,90,Savings,2022-08-16,367131,Active
2142,5513,57,Salary,2019-04-13,498302,Active
2143,2989,104,Salary,2017-03-12,56782,Dormant
2144,1851,111,Current,2021-01-21,101127,Active
2145,3523,54,Current,2023-07-16,435684,Active
2146,1573,90,Savings,2019-02-14,158277,Active
2147,2246,117,Savings,2019-06-26,292575,Active
2148,504,61,Salary,2023-05-19,188773,Active
2149,584,93,Current,2019-11-20,124370,Active
2150,3864,105,Current,2018-05-01,25524,Active
2151,263,12,Savings,2019-09-09,406911,Active
2152,4066,1,Current,2021-04-13,447911,Active
2153,4700,51,Salary,2019-10-20,458283,Dormant
2154,4124,34,Current,2020-09-23,313318,Active
2155,1575,87,Savings,2024-02-10,65510,Active
2156,1793,54,Salary,2019-07-23,23160,Closed
2157,2806,47,Savings,2021-04-12,97824,Active
2158,2569,41,Salary,2023-06-26,341068,Active
2159,4142,4,Salary,2022-01-04,83122,Active
2160,5521,80,Current,2022-02-09,440416,Active
2161,1525,5,Savings,2021-07-21,450383,Closed
2162,2067,78,Current,2019-05-05,39451,Active
2163,5703,30,Savings,2022-01-28,111904,Active
2164,2548,70,Savings,2022-09-11,153472,Active
2165,720,26,Current,2024-02-27,289371,Active
2166,4759,104,Salary,2021-04-29,52850,Active
2167,680,117,Salary,2018-04-04,223966,Active
2168,2120,25,Current,2022-11-09,316431,Active
2169,2923,29,Salary,2018-06-28,306914,Active
2170,1521,49,Savings,2018-04-20,492267,Closed
2171,579,36,Savings,2023-11-28,7895,Active
2172,1707,39,Current,2017-07-24,119639,Active
2173,5110,91,Savings,2021-02-21,498585,Active
2174,2454,89,Savings,2018-04-30,155644,Dormant
2175,4938,13,Salary,2016-08-22,149476,Active
2176,2912,101,Savings,2020-08-28,355016,Active
2177,4932,40,Salary,2019-09-14,82362,Active
2178,1620,9,Savings,2024-03-08,149746,Active
2179,67,83,Savings,2022-03-29,303423,Active
2180,629,82,Savings,2019-01-18,122603,Active
2181,2253,29,Salary,2018-12-16,269970,Active
2182,5449,90,Current,2020-12-30,483576,Active
2183,2648,36,Salary,2018-03-14,100914,Active
2184,1130,108,Salary,2023-12-04,396684,Active
2185,5797,82,Savings,2023-05-20,39917,Active
2186,5529,71,Salary,2018-06-07,178157,Active
2187,2193,18,Savings,2021-02-09,137500,Active
2188,1963,43,Salary,2020-11-10,409001,Active
2189,3800,110,Savings,2023-07-30,130496,Active
2190,4272,14,Current,2019-08-20,465853,Active
2191,4354,57,Salary,2017-07-16,193083,Active
2192,513,99,Salary,2022-09-03,297367,Active
2193,4914,53,Current,2020-11-05,186716,Dormant
2194,5824,45,Salary,2023-01-15,5007,Active
2195,263,5,Current,2020-07-10,468585,Active
2196,5285,100,Current,2019-08-21,125802,Active
2197,5198,116,Current,2017-10-08,191790,Active
2198,2816,100,Savings,2017-06-18,94285,Active
2199,902,12,Savings,2020-11-21,198887,Dormant
2200,4500,68,Current,2018-12-13,126829,Active
2201,4377,33,Salary,2019-04-23,244240,Active
2202,928,41,Salary,2017-07-11,139912,Active
2203,4521,1,Savings,2017-03-11,479950,Active
2204,2733,11,Savings,2019-08-25,268007,Closed
2205,1385,1,Current,2017-11-05,445942,Active
2206,3319,14,Savings,2017-04-13,40798,Active
2207,4260,65,Salary,2020-10-22,153878,Closed
2208,663,67,Savings,2020-10-10,375638,Active
2209,3001,111,Savings,2021-12-21,156791,Active
2210,60,22,Savings,2023-01-21,166070,Dormant
2211,2748,92,Savings,2023-12-29,269632,Active
2212,1596,3,Salary,2018-05-14,33819,Active
2213,3409,51,Salary,2022-11-19,129767,Active
2214,5238,63,Salary,2016-02-04,328551,Active
2215,2947,61,Salary,2018-03-14,355629,Active
2216,4710,6,Savings,2020-07-05,276952,Active
2217,5381,99,Salary,2021-02-20,466472,Active
2218,1963,8,Savings,2018-06-07,451329,Active
2219,4849,50,Savings,2016-07-01,297491,Active
2220,3249,40,Savings,2016-02-26,448315,Active
2221,2204,90,Salary,2018-07-04,145988,Active
2222,5630,67,Salary,2016-05-20,30615,Active
2223,1734,66,Savings,2019-04-28,445979,Active
2224,3625,59,Current,2020-11-24,248062,Active
2225,1129,56,Current,2023-06-15,188107,Active
2226,5654,31,Salary,2020-12-29,257125,Active
2227,582,109,Salary,2018-10-13,107580,Active
2228,1775,14,Current,2019-05-11,189000,Dormant
2229,698,10,Salary,2016-12-09,124807,Dormant
2230,21,96,Savings,2021-12-26,9659,Dormant
2231,5677,3,Current,2021-11-27,316500,Active
2232,2715,69,Savings,2018-06-25,192643,Active
2233,2129,44,Salary,2023-03-13,403430,Active
2234,3909,116,Salary,2021-01-27,334983,Active
2235,4826,99,Current,2019-01-07,176633,Active
2236,2719,47,Current,2017-01-06,422512,Active
2237,553,63,Current,2023-03-09,74214,Dormant
2238,2050,4,Salary,2016-10-31,380139,Active
2239,1283,119,Savings,2018-11-23,327387,Active
2240,2177,112,Salary,2018-07-15,338128,Active
2241,1082,81,Current,2018-07-16,212778,Dormant
2242,1026,112,Savings,2019-03-23,71114,Active
2243,2212,58,Savings,2016-10-19,477142,Active
2244,3355,79,Current,2022-11-30,132520,Active
2245,3318,24,Current,2024-03-02,241161,Active
2246,3710,104,Salary,2020-12-15,267667,Active
2247,4384,120,Current,2020-11-24,36889,Closed
2248,308,93,Savings,2023-10-02,474455,Active
2249,1705,35,Current,2021-05-25,11472,Active
2250,534,55,Salary,2017-08-31,387359,Active
2251,4120,29,Savings,2022-12-18,217728,Active
2252,953,120,Savings,2019-10-24,237284,Active
2253,1661,99,Salary,2017-05-30,20573,Active
2254,389,44,Salary,2022-01-27,479622,Active
2255,3258,54,Salary,2017-04-01,84011,Active
2256,295,69,Savings,2024-02-23,153188,Active
2257,2872,45,Salary,2021-04-05,92356,Dormant
2258,3169,86,Current,2021-10-26,93584,Dormant
2259,2322,119,Savings,2017-08-26,391313,Dormant
2260,4315,56,Savings,2018-08-08,105925,Active
2261,3068,35,Salary,2017-07-27,208713,Active
2262,1238,8,Current,2019-11-24,253957,Active
2263,3223,28,Salary,2017-04-18,97471,Active
2264,2262,89,Savings,2018-05-20,197822,Active
2265,2930,35,Savings,2019-10-01,109970,Active
2266,1043,40,Current,2019-08-23,63753,Active
2267,2112,19,Salary,2019-07-28,479291,Active
2268,2088,33,Salary,2024-02-26,412912,Active
2269,1075,24,Salary,2022-03-29,172488,Active
2270,4947,74,Current,2022-03-23,7618,Dormant
2271,170,64,Savings,2022-09-26,425944,Active
2272,1094,66,Current,2021-01-24,37083,Active
2273,3756,70,Current,2021-08-09,388763,Active
2274,5338,79,Savings,2018-09-10,243063,Active
2275,58,5,Savings,2023-03-29,233416,Active
2276,2702,37,Salary,2020-09-09,311475,Active
2277,5486,48,Current,2023-06-30,439761,Active
2278,560,47,Current,2022-03-12,49486,Active
2279,859,112,Savings,2020-05-26,74984,Dormant
2280,1956,31,Current,2021-03-11,81750,Active
2281,537,95,Salary,2022-05-27,247652,Dormant
2282,3035,39,Savings,2017-08-02,370656,Active
2283,4684,68,Current,2019-12-11,492288,Dormant
2284,1151,68,Salary,2023-01-05,441459,Active
2285,1686,15,Current,2020-02-06,42456,Active
2286,2677,115,Savings,2022-12-10,401981,Dormant
2287,1899,25,Current,2023-05-03,148554,Active
2288,1375,25,Savings,2017-10-07,87423,Active
2289,3216,44,Savings,2016-12-10,486772,Active
2290,152,16,Salary,2019-12-15,285900,Active
2291,5072,6,Salary,2020-11-30,226966,Active
2292,268,29,Savings,2023-06-07,422217,Dormant
2293,2709,77,Salary,2020-11-10,272953,Closed
2294,5924,76,Current,2021-10-13,486857,Active
2295,2769,1,Salary,2016-02-12,438766,Active
2296,3858,89,Salary,2017-09-26,454634,Active
2297,3009,103,Savings,2022-11-26,48872,Active
2298,3652,9,Savings,2021-11-01,250098,Active
2299,3799,4,Savings,2023-01-13,394803,Active
2300,589,117,Savings,2016-08-12,89591,Active
2301,2589,5,Salary,2020-08-29,454898,Active
2302,1356,119,Current,2016-08-01,345109,Dormant
2303,4405,99,Current,2021-02-19,152409,Active
2304,2407,58,Savings,2022-12-09,35574,Dormant
2305,795,10,Current,2021-11-22,276116,Active
2306,1155,80,Savings,2021-01-21,340929,Active
2307,4515,31,Salary,2020-05-30,30507,Closed
2308,2819,53,Salary,2018-03-06,212979,Active
2309,1067,45,Savings,2020-12-01,141847,Active
2310,1015,120,Savings,2016-01-13,443802,Dormant
2311,1573,86,Salary,2022-01-07,197670,Closed
2312,5210,75,Savings,2022-11-23,112090,Dormant
2313,5847,47,Salary,2016-02-17,97202,Active
2314,5125,109,Current,2023-06-28,469882,Active
2315,4895,96,Current,2022-01-10,428018,Active
2316,1985,118,Salary,2017-01-26,447003,Active
2317,1953,38,Savings,2023-11-28,73659,Active
2318,3890,18,Current,2021-08-07,182189,Dormant
2319,2503,91,Salary,2020-02-15,313801,Dormant
2320,5496,110,Salary,2022-12-20,124861,Active
2321,4376,75,Current,2016-07-02,157109,Active
2322,3540,27,Savings,2017-03-09,257194,Active
2323,1173,8,Savings,2019-07-13,11062,Closed
2324,5399,21,Current,2022-08-05,475567,Dormant
2325,564,44,Salary,2023-07-25,484334,Active
2326,5012,49,Salary,2018-06-25,121966,Dormant
2327,5564,34,Current,2021-05-31,80606,Dormant
2328,5364,32,Current,2023-04-25,312493,Active
2329,2403,58,Current,2020-12-08,147588,Active
2330,1334,13,Salary,2023-01-20,348755,Active
2331,454,45,Savings,2022-09-10,312266,Active
2332,1930,39,Savings,2017-11-21,342592,Dormant
2333,1342,111,Salary,2019-07-05,18027,Active
2334,5843,100,Salary,2023-05-20,438448,Dormant
2335,4057,17,Current,2022-05-11,479494,Closed
2336,5807,108,Salary,2021-11-29,472566,Active
2337,3502,84,Savings,2017-09-19,354267,Active
2338,5396,41,Salary,2021-01-18,372211,Active
2339,3369,100,Current,2020-09-26,225070,Active
2340,4644,70,Salary,2022-08-10,267076,Active
2341,5229,120,Salary,2019-02-10,210772,Active
2342,4911,104,Current,2020-12-11,283517,Active
2343,4128,55,Savings,2023-07-05,273657,Active
2344,5421,24,Savings,2022-04-05,52819,Active
2345,1143,45,Current,2016-11-03,439140,Active
2346,466,87,Current,2022-07-17,479418,Active
2347,4058,89,Savings,2017-04-29,39557,Active
2348,4929,35,Current,2019-03-29,177398,Active
2349,37,87,Salary,2016-05-01,275116,Active
2350,2003,58,Salary,2016-05-04,447717,Active
2351,3551,48,Savings,2023-02-15,381674,Active
2352,2006,11,Salary,2023-09-22,493036,Active
2353,4546,73,Salary,2023-04-29,279437,Closed
2354,4576,112,Salary,2017-01-06,493201,Active
2355,4540,108,Savings,2020-02-14,10653,Active
2356,3440,31,Salary,2019-04-28,74635,Active
2357,3846,40,Savings,2020-03-14,239299,Active
2358,3832,94,Current,2017-12-17,444541,Dormant
2359,4010,13,Salary,2021-12-10,374693,Active
2360,4850,80,Current,2022-01-01,410334,Active
2361,1132,60,Savings,2023-09-30,176214,Active
2362,3642,61,Current,2020-01-04,477897,Active
2363,2758,52,Savings,2019-12-21,285478,Active
2364,2780,108,Salary,2019-01-05,79259,Active
2365,2880,37,Savings,2019-02-03,459013,Active
2366,1880,37,Current,2020-06-06,267539,Closed
2367,5835,114,Current,2016-08-08,478542,Active
2368,1013,49,Current,2019-05-14,213276,Active
2369,1129,117,Salary,2019-01-13,303609,Active
2370,3374,119,Current,2020-10-05,272944,Active
2371,679,59,Current,2018-06-28,418470,Active
2372,578,2,Salary,2017-02-24,397665,Active
2373,2919,16,Salary,2020-08-25,341981,Active
2374,5288,10,Savings,2020-07-12,301895,Active
2375,1830,79,Current,2023-10-31,400042,Dormant
2376,3157,17,Salary,2022-09-06,206511,Active
2377,3089,30,Current,2018-08-03,280781,Active
2378,679,1,Savings,2020-11-14,97417,Active
2379,2,25,Current,2022-02-19,90682,Active
2380,679,100,Current,2016-10-22,448611,Dormant
2381,4942,33,Salary,2020-06-23,196986,Active
2382,670,114,Salary,2022-11-22,328929,Active
2383,1783,104,Savings,2020-01-01,245502,Dormant
2384,3435,5,Current,2022-01-11,397988,Active
2385,2879,108,Salary,2016-05-30,152360,Dormant
2386,4090,50,Salary,2023-01-27,9099,Active
2387,4060,57,Salary,2019-09-18,119438,Active
2388,2286,115,Savings,2020-11-21,217571,Active
2389,2211,34,Salary,2021-07-28,432871,Active
2390,4285,12,Savings,2019-03-26,101559,Active
2391,951,108,Savings,2022-03-18,340680,Active
2392,401,38,Current,2021-12-22,138097,Active
2393,5432,45,Savings,2019-06-03,496041,Active
2394,4052,82,Current,2017-11-02,355059,Dormant
2395,1314,53,Savings,2017-12-28,248030,Active
2396,5436,32,Current,2017-03-31,70756,Active
2397,1716,91,Savings,2022-10-23,55189,Closed
2398,4441,92,Current,2019-11-16,499506,Active
2399,3046,48,Current,2017-02-12,261725,Active
2400,5277,17,Salary,2017-08-29,111435,Active
2401,2267,3,Current,2018-12-04,474596,Closed
2402,4465,31,Savings,2019-03-30,81751,Closed
2403,746,7,Current,2019-09-04,53770,Active
2404,2412,95,Savings,2023-03-08,380119,Active
2405,2167,103,Salary,2016-04-09,365541,Active
2406,2701,76,Savings,2022-10-26,135183,Active
2407,5771,81,Salary,2016-11-06,411956,Active
2408,60,35,Current,2021-11-16,350198,Dormant
2409,4201,75,Salary,2019-10-12,191064,Active
2410,2176,102,Savings,2022-06-07,275720,Active
2411,2498,41,Current,2019-04-20,61778,Dormant
2412,513,30,Savings,2023-08-01,34828,Active
2413,1617,9,Salary,2018-01-07,151988,Active
2414,4430,2,Salary,2018-04-18,311399,Active
2415,1658,5,Salary,2023-01-11,28829,Active
2416,3262,66,Current,2022-11-18,172296,Active
2417,1027,38,Current,2020-07-27,205710,Active
2418,5840,109,Salary,2022-08-16,427608,Active
2419,5361,70,Current,2019-12-04,184642,Active
2420,2509,60,Current,2019-10-08,435936,Active
2421,3188,48,Salary,2020-06-24,382527,Closed
2422,4859,19,Savings,2016-05-25,221671,Active
2423,5579,33,Salary,2023-11-25,186064,Active
2424,3445,47,Current,2021-05-26,151455,Active
2425,1426,108,Current,2021-10-18,56964,Active
2426,4133,13,Salary,2023-04-16,301256,Active
2427,5065,110,Salary,2016-05-11,271985,Active
2428,1841,30,Salary,2020-10-01,368005,Dormant
2429,4990,19,Current,2019-08-08,355108,Active
2430,4361,96,Salary,2023-08-06,230281,Dormant
2431,2113,9,Salary,2021-03-26,472666,Active
2432,4944,45,Savings,2016-01-30,138344,Dormant
2433,4504,50,Salary,2018-11-26,222240,Active
2434,893,44,Current,2018-12-21,311005,Closed
2435,2413,91,Salary,2017-05-25,230779,Active
2436,1175,31,Savings,2021-11-10,36223,Closed
2437,3756,28,Savings,2022-10-13,9241,Active
2438,4488,86,Savings,2016-01-21,376576,Active
2439,1616,32,Salary,2016-11-06,415486,Closed
2440,485,79,Salary,2017-05-01,303077,Active
2441,5069,16,Salary,2019-01-27,142454,Active
2442,3583,43,Current,2023-03-02,65732,Closed
2443,4786,111,Salary,2021-03-21,254906,Active
2444,2065,90,Salary,2020-02-28,7680,Active
2445,2496,105,Savings,2020-07-10,282789,Active
2446,2641,33,Current,2020-07-09,452376,Active
2447,4718,45,Current,2019-04-29,457457,Active
2448,4744,45,Salary,2016-10-25,91350,Active
2449,5739,10,Salary,2020-08-11,130020,Active
2450,2704,75,Current,2023-08-12,397609,Closed
2451,4835,49,Savings,2020-01-07,486531,Dormant
2452,356,24,Current,2018-09-19,43642,Active
2453,2040,117,Salary,2020-10-13,443403,Active
2454,1717,59,Savings,2018-12-14,219098,Dormant
2455,2920,50,Savings,2020-09-03,285024,Active
2456,5484,2,Salary,2019-03-12,138396,Active
2457,474,1,Salary,2022-04-17,344526,Active
2458,2133,95,Savings,2021-01-18,330109,Active
2459,3565,108,Savings,2017-05-14,349551,Closed
2460,4586,90,Savings,2022-12-25,457291,Dormant
2461,5589,57,Salary,2023-07-29,194289,Active
2462,4623,36,Savings,2021-10-09,169109,Active
2463,2177,49,Current,2016-06-21,115292,Closed
2464,3516,90,Salary,2016-05-13,89310,Active
2465,1838,16,Current,2021-04-22,416139,Active
2466,4453,19,Savings,2019-06-07,322982,Active
2467,2167,108,Salary,2017-07-07,333386,Active
2468,1108,111,Savings,2019-09-16,31000,Active
2469,1533,29,Salary,2021-03-02,188184,Dormant
2470,1080,107,Salary,2019-10-06,286029,Active
2471,4893,66,Savings,2022-12-15,194458,Active
2472,2219,15,Savings,2019-11-08,183291,Dormant
2473,2090,118,Savings,2019-02-03,251306,Active
2474,5274,110,Savings,2023-12-31,175860,Dormant
2475,3122,50,Current,2020-04-24,476484,Dormant
2476,5223,16,Salary,2024-03-11,146231,Active
2477,3963,99,Savings,2022-01-28,313546,Dormant
2478,5508,45,Current,2022-09-18,201390,Active
2479,3205,31,Savings,2020-09-23,295841,Closed
2480,2880,19,Savings,2020-12-31,160136,Active
2481,5420,21,Salary,2018-08-13,80207,Active
2482,1885,25,Salary,2017-01-03,286338,Active
2483,4905,88,Savings,2016-05-05,352399,Active
2484,2825,59,Savings,2017-10-13,454644,Active
2485,6,111,Salary,2017-08-11,64335,Active
2486,1697,53,Current,2021-02-12,298616,Active
2487,2551,111,Salary,2022-02-04,53894,Closed
2488,3415,93,Current,2017-06-30,415467,Active
2489,1741,106,Savings,2020-12-18,210560,Active
2490,187,64,Salary,2019-04-23,361168,Active
2491,801,63,Salary,2021-09-19,147630,Active
2492,854,83,Salary,2019-06-13,385046,Active
2493,80,101,Salary,2018-08-10,20504,Active
2494,3709,30,Savings,2020-06-05,241453,Active
2495,2221,44,Current,2023-01-04,289257,Closed
2496,1535,93,Savings,2023-01-09,286010,Active
2497,3523,82,Current,2023-04-02,52014,Active
2498,5848,5,Current,2020-10-23,438067,Active
2499,3707,64,Salary,2018-07-17,50396,Active
2500,4043,29,Current,2019-06-15,443323,Active
2501,949,68,Current,2019-10-11,274291,Dormant
2502,4678,28,Current,2017-02-24,186206,Active
2503,127,1,Savings,2016-10-16,450504,Closed
2504,5018,43,Salary,2016-07-20,496963,Active
2505,2826,10,Current,2016-12-27,228180,Active
2506,4516,101,Current,2019-11-07,60555,Active
2507,5044,17,Salary,2020-03-23,185256,Active
2508,2913,50,Savings,2017-10-04,55529,Closed
2509,74,117,Current,2016-02-03,300258,Active
2510,3313,86,Current,2023-11-24,157127,Active
2511,5611,53,Current,2016-08-22,260403,Dormant
2512,2884,104,Salary,2019-08-20,70018,Dormant
2513,1909,44,Current,2019-12-25,4310,Active
2514,3924,33,Current,2023-12-06,218936,Active
2515,4530,25,Salary,2019-01-17,222316,Active
2516,2439,26,Current,2020-07-06,90271,Active
2517,3935,77,Current,2018-04-17,66089,Dormant
2518,3578,101,Salary,2022-04-23,75846,Active
2519,4584,21,Current,2018-12-01,15119,Active
2520,1832,74,Salary,2020-03-01,140645,Active
2521,1250,24,Savings,2016-08-18,260289,Active
2522,3211,85,Current,2020-05-31,247991,Active
2523,254,45,Salary,2021-11-16,87963,Dormant
2524,2210,80,Savings,2017-03-19,389350,Active
2525,431,80,Current,2018-02-26,469892,Active
2526,5021,29,Current,2019-08-19,197617,Closed
2527,4653,96,Current,2019-09-15,325101,Active
2528,3652,99,Savings,2020-03-23,438350,Active
2529,5751,49,Savings,2021-03-14,121296,Active
2530,2636,78,Savings,2019-05-25,149995,Active
2531,4887,69,Savings,2023-03-26,276836,Closed
2532,2597,55,Savings,2019-05-28,298672,Dormant
2533,3908,42,Current,2021-02-18,195370,Active
2534,4903,52,Savings,2017-12-30,191132,Active
2535,5597,21,Savings,2020-10-15,35612,Closed
2536,1341,101,Current,2020-05-17,93532,Active
2537,2188,94,Savings,2019-12-26,482554,Closed
2538,3601,64,Current,2022-05-05,319944,Active
2539,5371,24,Salary,2024-03-09,333926,Closed
2540,2444,82,Salary,2021-04-06,38882,Active
2541,4274,48,Current,2019-11-14,73962,Active
2542,1272,15,Savings,2020-10-15,427407,Active
2543,4184,81,Current,2021-12-04,120095,Active
2544,5192,98,Savings,2018-04-28,480334,Active
2545,220,38,Salary,2018-09-09,198952,Active
2546,3514,23,Current,2017-05-20,305913,Closed
2547,2211,15,Current,2016-01-28,235429,Active
2548,2495,26,Savings,2021-12-26,290952,Active
2549,4931,98,Current,2017-01-16,83921,Active
2550,5302,7,Salary,2017-12-14,97498,Closed
2551,4253,19,Savings,2018-07-12,44245,Active
2552,4308,26,Salary,2022-03-23,41192,Dormant
2553,5594,55,Salary,2016-08-24,21604,Active
