transaction_id,account_id,transaction_date,transaction_type,channel,amount
4274,5707,2023-01-13,Credit,IMPS,4458
4275,5235,2024-02-24,Credit,Cash,99813
4276,3001,2023-03-08,Credit,UPI,45797
4277,2933,2024-06-13,Debit,Cash,52898
4278,2008,2024-03-25,Credit,Cash,52561
4279,1241,2023-06-10,Credit,UPI,31229
4280,7525,2023-04-19,Debit,Cash,12779
4281,8139,2024-07-30,Credit,UPI,38423
4282,8606,2023-05-10,Credit,IMPS,23508
4283,8321,2023-02-25,Credit,IMPS,64197
4284,7856,2023-01-30,Credit,Cash,21743
4285,4455,2024-06-26,Debit,NEFT,3118
4286,3813,2024-03-24,Debit,UPI,13874
4287,3256,2023-12-16,Debit,IMPS,55913
4288,8933,2024-04-26,Debit,Cash,96729
4289,5172,2024-01-18,Credit,NEFT,97197
4290,1991,2024-06-06,Credit,ATM,29408
4291,3655,2024-10-17,Debit,IMPS,66162
4292,2918,2023-07-04,Debit,IMPS,33261
4293,6810,2023-08-01,Debit,NEFT,3738
4294,8447,2023-12-06,Debit,UPI,96070
4295,5712,2023-02-21,Credit,Cash,79795
4296,6024,2023-01-31,Debit,NEFT,62043
4297,5220,2023-09-08,Credit,Card,26049
4298,6963,2024-08-17,Credit,IMPS,82146
4299,7887,2023-09-24,Credit,IMPS,41299
4300,8293,2023-01-09,Debit,IMPS,96573
4301,8702,2024-11-19,Credit,Cash,72313
4302,3642,2024-03-19,Debit,Cash,17245
4303,7496,2023-01-08,Credit,IMPS,95280
4304,2915,2024-03-28,Debit,UPI,9244
4305,7159,2024-02-20,Credit,NEFT,19627
4306,1353,2024-05-18,Credit,Cash,36059
4307,3437,2023-09-08,Credit,Cash,58132
4308,221,2024-05-23,Credit,UPI,40786
4309,1837,2023-09-28,Credit,IMPS,91534
4310,5915,2023-02-10,Credit,NEFT,43723
4311,3013,2023-05-31,Debit,IMPS,32825
4312,7333,2024-04-04,Credit,ATM,37391
4313,3086,2024-08-06,Credit,Cash,33944
4314,11,2024-02-03,Debit,IMPS,38229
4315,5410,2024-01-25,Credit,Card,52056
4316,8356,2024-12-23,Credit,ATM,36879
4317,1212,2024-08-09,Debit,NEFT,19019
4318,4453,2023-01-12,Credit,ATM,39674
4319,3555,2023-12-28,Credit,UPI,25940
4320,8316,2023-07-01,Debit,IMPS,44440
4321,4345,2023-08-26,Credit,UPI,12761
4322,7094,2023-10-01,Credit,ATM,30221
4323,2558,2024-03-16,Debit,UPI,49623
4324,4194,2023-07-20,Credit,Cash,78111
4325,5146,2023-05-18,Credit,NEFT,61469
4326,7033,2024-11-12,Debit,UPI,83000
4327,2742,2024-10-15,Debit,NEFT,7748
4328,3859,2023-03-30,Debit,UPI,67606
4329,2524,2023-04-23,Credit,Cash,59064
4330,4222,2023-05-08,Debit,IMPS,10229
4331,1910,2023-03-17,Credit,Card,27784
4332,8869,2024-06-26,Credit,NEFT,81092
4333,2145,2023-09-22,Debit,IMPS,7536
4334,1474,2024-05-20,Credit,Card,15918
4335,5766,2024-07-21,Credit,NEFT,75928
4336,8050,2024-01-02,Credit,Cash,19325
4337,1897,2024-10-19,Debit,IMPS,11238
4338,5115,2023-12-21,Debit,IMPS,65751
4339,4724,2023-10-22,Debit,ATM,60487
4340,6933,2024-02-28,Credit,UPI,75229
4341,1336,2024-06-08,Credit,NEFT,23528
4342,1883,2023-03-20,Debit,Card,43112
4343,7735,2024-06-29,Debit,IMPS,86053
4344,3214,2024-06-10,Credit,Cash,98480
4345,7376,2024-07-06,Debit,ATM,42890
4346,4476,2023-11-22,Credit,Card,32262
4347,5537,2023-03-19,Debit,IMPS,45023
4348,6501,2023-08-22,Debit,Card,59069
4349,5229,2024-11-12,Debit,IMPS,84573
4350,1273,2024-12-29,Debit,IMPS,50646
4351,3955,2024-12-03,Credit,IMPS,24753
4352,535,2023-06-04,Debit,UPI,43812
4353,3183,2023-08-28,Debit,UPI,7931
4354,2624,2023-11-15,Debit,Card,17353
4355,4921,2024-07-15,Debit,Card,30235
4356,2463,2024-11-16,Debit,Cash,42736
4357,158,2024-02-17,Credit,IMPS,13247
4358,973,2023-06-01,Credit,Cash,27534
4359,6254,2023-04-26,Credit,NEFT,24505
4360,5528,2024-07-20,Debit,IMPS,67892
4361,7975,2024-08-19,Credit,IMPS,49219
4362,2684,2023-06-23,Credit,IMPS,11973
4363,6202,2024-02-29,Credit,UPI,904
4364,707,2024-05-31,Credit,ATM,96879
4365,6053,2023-05-12,Debit,Card,64852
4366,7338,2023-09-10,Debit,Cash,37739
4367,8287,2024-02-04,Credit,Cash,74080
4368,6704,2024-07-03,Debit,Cash,85350
4369,6186,2023-12-08,Credit,NEFT,62551
4370,1820,2024-03-19,Debit,ATM,31427
4371,7021,2024-03-28,Debit,Card,49908
4372,7411,2023-07-25,Debit,NEFT,72818
4373,2211,2024-12-29,Credit,UPI,22278
4374,787,2024-07-08,Credit,Cash,59320
4375,1099,2023-02-09,Credit,ATM,70418
4376,661,2023-12-16,Credit,IMPS,10708
4377,2669,2023-06-05,Debit,UPI,95284
4378,5299,2023-12-12,Debit,Cash,38519
4379,1917,2024-03-15,Credit,UPI,42166
4380,4732,2023-03-29,Debit,NEFT,53441
4381,6318,2024-12-30,Debit,IMPS,63799
4382,1399,2023-10-07,Credit,Card,10619
4383,8547,2024-07-28,Debit,Card,77288
4384,638,2024-07-06,Debit,UPI,50228
4385,8996,2023-12-27,Debit,ATM,37380
4386,424,2023-04-20,Debit,IMPS,44274
4387,6504,2024-06-15,Debit,ATM,83019
4388,546,2023-04-08,Credit,UPI,40599
4389,5679,2023-07-09,Debit,NEFT,44735
4390,3857,2024-09-05,Credit,ATM,36597
4391,4689,2024-01-07,Debit,ATM,16035
4392,8063,2024-02-27,Debit,Card,61825
4393,6189,2023-01-20,Credit,UPI,18228
4394,7050,2024-08-26,Debit,NEFT,10088
4395,3801,2023-02-24,Debit,Cash,98929
4396,1281,2024-07-20,Credit,UPI,36621
4397,6821,2023-09-17,Credit,IMPS,14945
4398,8985,2024-02-26,Credit,IMPS,70282
4399,384,2024-11-27,Debit,ATM,15440
4400,8439,2023-09-02,Credit,ATM,83453
4401,8797,2024-06-23,Debit,NEFT,77413
4402,1834,2023-03-29,Debit,NEFT,33392
4403,6060,2024-05-23,Credit,UPI,16428
4404,6840,2024-06-24,Debit,UPI,87589
4405,5316,2024-10-30,Credit,UPI,56042
4406,2571,2023-11-15,Credit,Cash,46192
4407,130,2023-10-19,Debit,ATM,13281
4408,4840,2024-08-14,Credit,Cash,14760
4409,5027,2024-02-06,Credit,UPI,42586
4410,6564,2024-01-27,Credit,Cash,18881
4411,2967,2023-08-05,Debit,Cash,41574
4412,7438,2023-05-06,Debit,Cash,27045
4413,6819,2023-08-09,Credit,NEFT,22791
4414,8995,2024-09-04,Credit,NEFT,90203
4415,816,2024-06-21,Credit,NEFT,55847
4416,7207,2023-12-06,Debit,IMPS,45486
4417,3790,2023-04-10,Debit,ATM,9997
4418,8029,2023-12-16,Debit,UPI,49484
4419,3068,2024-10-28,Credit,Card,65007
4420,8150,2023-11-15,Debit,Card,95256
4421,8928,2023-12-24,Credit,ATM,71982
4422,8349,2024-01-01,Debit,Card,18038
4423,6806,2024-09-18,Credit,Card,93572
4424,5328,2023-01-08,Debit,IMPS,92974
4425,5143,2024-03-05,Debit,Card,57149
4426,1427,2024-12-17,Debit,NEFT,46228
4427,1203,2023-02-17,Debit,Card,4536
4428,2381,2024-11-16,Credit,NEFT,98589
4429,5621,2024-01-02,Debit,IMPS,82335
4430,2867,2023-02-21,Credit,ATM,92365
4431,201,2023-07-02,Credit,Card,74742
4432,858,2024-04-11,Credit,ATM,75111
4433,646,2024-05-02,Debit,UPI,5288
4434,3809,2023-06-16,Debit,Cash,32542
4435,2526,2023-09-04,Debit,IMPS,22050
4436,2553,2023-12-16,Debit,Cash,73968
4437,6402,2024-03-30,Debit,UPI,74690
4438,7769,2024-09-28,Credit,ATM,6828
4439,7775,2024-04-25,Credit,NEFT,76422
4440,2219,2024-06-12,Debit,ATM,55156
4441,7079,2024-03-28,Credit,ATM,31343
4442,4081,2024-07-17,Debit,ATM,99794
4443,452,2024-12-17,Credit,NEFT,9696
4444,566,2024-12-02,Credit,Card,66782
4445,8402,2024-07-17,Credit,NEFT,66236
4446,3070,2023-07-27,Credit,ATM,65934
4447,404,2024-01-21,Credit,NEFT,27440
4448,3256,2024-10-05,Credit,Cash,864
4449,2946,2023-05-31,Credit,IMPS,7145
4450,5954,2024-01-09,Credit,IMPS,55835
4451,1183,2024-11-12,Debit,UPI,47048
4452,1426,2023-11-08,Credit,NEFT,63723
4453,2429,2024-01-01,Credit,IMPS,83158
4454,4318,2023-03-13,Credit,IMPS,87168
4455,6357,2024-10-01,Debit,ATM,9040
4456,2943,2024-01-25,Debit,NEFT,22421
4457,8183,2023-11-28,Credit,NEFT,41098
4458,669,2024-03-11,Credit,Cash,46326
4459,1087,2023-02-08,Credit,UPI,39953
4460,1883,2023-04-29,Credit,UPI,79357
4461,7816,2024-07-31,Credit,UPI,29700
4462,1506,2024-02-26,Debit,Cash,61584
4463,6931,2024-01-30,Credit,IMPS,24882
4464,8693,2023-01-05,Credit,UPI,5673
4465,8818,2024-12-24,Debit,IMPS,9838
4466,6922,2024-08-01,Credit,Card,97886
4467,2260,2023-02-10,Credit,IMPS,55102
4468,3549,2024-10-31,Debit,IMPS,48666
4469,8696,2024-08-16,Credit,Cash,76045
4470,3163,2024-05-03,Debit,NEFT,17769
4471,1322,2023-02-28,Debit,ATM,79420
4472,3886,2023-07-27,Credit,Cash,52071
4473,6739,2024-11-12,Debit,UPI,26518
4474,1027,2024-04-05,Credit,UPI,97189
4475,6168,2023-03-28,Debit,NEFT,87797
4476,4662,2023-07-21,Debit,Card,87162
4477,3902,2024-09-07,Credit,IMPS,95396
4478,1831,2024-05-24,Credit,ATM,39439
4479,5487,2024-07-19,Credit,UPI,71497
4480,6819,2023-08-31,Credit,Cash,59450
4481,7615,2023-05-19,Credit,ATM,26541
4482,7704,2024-01-28,Credit,NEFT,36213
4483,1278,2023-05-17,Debit,Card,33730
4484,1748,2024-02-12,Debit,ATM,17726
4485,7815,2024-11-12,Credit,Cash,24211
4486,4879,2023-06-10,Debit,NEFT,88359
4487,1912,2023-09-12,Debit,IMPS,36383
4488,4167,2023-12-14,Debit,NEFT,75064
4489,7686,2024-07-06,Credit,IMPS,92274
4490,960,2023-05-07,Credit,IMPS,86633
4491,5380,2023-02-14,Credit,NEFT,74155
4492,1986,2023-07-03,Debit,Cash,31920
4493,4699,2024-09-01,Credit,Cash,40122
4494,555,2024-11-28,Credit,IMPS,45047
4495,211,2024-02-16,Debit,ATM,31911
4496,2832,2024-03-07,Credit,Card,51560
4497,3154,2023-12-12,Credit,Cash,88925
4498,6384,2024-02-05,Debit,Cash,37517
4499,2126,2023-10-28,Credit,Cash,57059
4500,5393,2024-09-15,Debit,IMPS,95033
4501,2360,2023-07-22,Debit,NEFT,39870
4502,5765,2024-02-27,Credit,Card,68660
4503,3437,2024-06-02,Credit,IMPS,52606
4504,1084,2024-04-25,Debit,IMPS,92861
4505,1840,2024-04-08,Credit,ATM,19413
4506,2616,2024-06-27,Credit,UPI,8956
4507,8839,2023-12-26,Debit,Card,50329
4508,5321,2023-07-28,Credit,NEFT,76763
4509,7563,2024-08-05,Debit,NEFT,65419
4510,5419,2024-09-29,Credit,ATM,95334
4511,3753,2024-03-09,Credit,ATM,37813
4512,1850,2024-07-16,Credit,NEFT,46147
4513,2182,2023-12-14,Debit,NEFT,93146
4514,4963,2023-10-28,Debit,Cash,45776
4515,1731,2023-05-25,Debit,Cash,6823
4516,4770,2023-05-05,Credit,Card,79441
4517,7324,2024-04-20,Debit,Cash,88166
4518,3542,2024-01-18,Debit,IMPS,15781
4519,5310,2024-07-07,Credit,Card,2334
4520,1867,2023-08-25,Debit,UPI,52438
4521,7921,2024-05-01,Credit,NEFT,67817
4522,7913,2023-09-15,Credit,NEFT,22162
4523,4346,2024-02-21,Debit,IMPS,86555
4524,8866,2024-11-14,Credit,UPI,14950
4525,8525,2024-10-18,Debit,NEFT,10890
4526,3580,2024-07-02,Credit,Cash,92155
4527,8312,2023-11-01,Credit,IMPS,77855
4528,8277,2024-04-27,Credit,IMPS,65996
4529,4235,2023-07-10,Debit,NEFT,46040
4530,4736,2023-12-09,Credit,UPI,90927
4531,475,2023-08-20,Debit,UPI,28777
4532,6237,2024-12-03,Credit,IMPS,75193
4533,5860,2023-06-18,Debit,UPI,10466
4534,7121,2023-02-08,Credit,Cash,46066
4535,73,2024-06-08,Credit,ATM,19897
4536,274,2023-02-28,Debit,IMPS,79522
4537,7426,2024-08-25,Credit,Card,67005
4538,4272,2023-01-31,Debit,Cash,636
4539,4403,2024-10-15,Credit,UPI,44096
4540,7229,2023-05-30,Credit,Cash,40002
4541,3689,2024-04-17,Credit,Card,23619
4542,4543,2023-08-01,Debit,IMPS,10195
4543,7514,2024-09-10,Debit,Cash,87612
4544,4463,2024-03-09,Debit,Cash,8970
4545,7517,2023-12-25,Credit,NEFT,25392
4546,2608,2023-12-25,Debit,ATM,56389
4547,8987,2024-12-14,Debit,ATM,95329
4548,2193,2023-09-11,Credit,Cash,3998
4549,7901,2024-01-04,Debit,NEFT,85211
4550,4013,2024-01-01,Debit,IMPS,45335
4551,1236,2024-11-29,Credit,Cash,31095
4552,4490,2024-05-28,Credit,Card,98910
4553,8935,2023-05-05,Credit,ATM,6019
4554,2,2024-05-29,Credit,Cash,7110
4555,4769,2024-08-24,Credit,Card,26808
4556,3681,2024-11-13,Debit,Cash,21455
4557,7687,2024-05-06,Debit,IMPS,39296
4558,6219,2023-12-25,Debit,IMPS,41221
4559,1586,2023-01-07,Credit,IMPS,84368
4560,7572,2023-06-03,Debit,ATM,79140
4561,8793,2023-09-21,Credit,Cash,48751
4562,6730,2023-10-05,Debit,UPI,62632
4563,8013,2023-02-26,Debit,UPI,34035
4564,3993,2023-07-27,Debit,NEFT,22435
4565,5571,2024-11-23,Debit,ATM,29240
4566,3446,2023-09-07,Debit,Cash,14208
4567,1082,2024-08-10,Credit,Cash,70829
4568,2524,2023-08-29,Debit,IMPS,2479
4569,2435,2024-01-13,Debit,Card,42050
4570,4601,2024-05-31,Credit,Cash,63409
4571,4258,2023-01-02,Debit,IMPS,42898
4572,3847,2023-08-27,Debit,Cash,2409
4573,8540,2023-06-30,Debit,UPI,16172
4574,164,2023-10-28,Credit,NEFT,20687
4575,2416,2023-03-12,Credit,NEFT,11949
4576,5352,2024-04-20,Credit,IMPS,29459
4577,7740,2023-06-25,Debit,NEFT,76562
4578,808,2023-09-30,Credit,Cash,27087
4579,6164,2024-10-31,Debit,ATM,41495
4580,8027,2023-09-05,Credit,UPI,58649
4581,1466,2023-09-02,Credit,IMPS,59549
4582,111,2024-09-02,Credit,Cash,50835
4583,4106,2023-10-07,Debit,NEFT,10592
4584,7956,2023-06-28,Debit,UPI,12552
4585,2783,2024-11-26,Credit,Card,40193
4586,3467,2024-11-28,Credit,ATM,3998
4587,3708,2024-03-09,Debit,NEFT,48541
4588,4279,2024-11-01,Credit,IMPS,93247
4589,5911,2023-08-06,Credit,Cash,85159
4590,6423,2024-12-25,Credit,ATM,90025
4591,6740,2024-03-07,Debit,IMPS,59893
4592,7778,2024-08-17,Debit,Cash,9213
4593,8189,2023-07-01,Credit,NEFT,39007
4594,5419,2024-11-01,Debit,ATM,86979
4595,2775,2023-04-09,Credit,UPI,74878
4596,2735,2024-04-06,Debit,Card,4679
4597,7047,2023-10-01,Credit,Card,53730
4598,4338,2024-08-01,Credit,IMPS,7566
4599,5086,2024-12-27,Debit,IMPS,58876
4600,2888,2023-09-22,Credit,UPI,2227
4601,3318,2023-06-09,Credit,UPI,93058
4602,7770,2024-06-24,Credit,Card,86143
4603,1076,2023-05-02,Credit,IMPS,7041
4604,734,2023-07-21,Debit,IMPS,44385
4605,7339,2023-09-06,Credit,Card,74412
4606,1872,2023-03-31,Debit,UPI,63013
4607,1536,2024-01-13,Debit,IMPS,90640
4608,1854,2023-01-09,Debit,ATM,6909
4609,1212,2024-08-24,Credit,Cash,30323
4610,4778,2023-06-14,Debit,Card,89331
4611,1030,2024-01-01,Debit,ATM,65963
4612,4061,2024-02-10,Credit,Cash,25040
4613,5498,2024-06-24,Credit,IMPS,82313
4614,2210,2023-12-30,Debit,UPI,48636
4615,1820,2024-08-11,Credit,IMPS,80270
4616,3357,2023-09-25,Credit,IMPS,43533
4617,6127,2024-07-13,Debit,IMPS,93643
4618,6359,2023-05-15,Credit,NEFT,43290
4619,6675,2024-09-29,Debit,UPI,21454
4620,972,2023-11-02,Debit,IMPS,74277
4621,340,2024-12-17,Debit,UPI,71259
4622,1725,2023-01-11,Debit,Card,77259
4623,1877,2023-02-17,Credit,Cash,24608
4624,5150,2023-03-13,Credit,Card,18284
4625,5326,2024-08-06,Debit,IMPS,11886
4626,7738,2024-11-10,Credit,NEFT,37293
4627,375,2024-08-09,Debit,Card,72763
4628,4692,2023-04-01,Credit,Card,32212
4629,3034,2023-07-02,Debit,NEFT,16820
4630,794,2024-12-20,Credit,IMPS,50142
4631,3910,2024-09-16,Debit,Cash,64903
4632,4560,2023-09-17,Debit,Cash,60936
4633,6314,2024-02-14,Debit,IMPS,19269
4634,7735,2023-02-27,Credit,UPI,47065
4635,1846,2023-09-25,Credit,Card,37388
4636,3217,2024-11-16,Credit,NEFT,47841
4637,3920,2024-01-15,Credit,Card,3627
4638,1271,2024-09-14,Debit,UPI,86590
4639,7868,2023-01-14,Credit,ATM,40372
4640,611,2023-11-10,Credit,NEFT,21244
4641,557,2024-04-23,Debit,ATM,68291
4642,3801,2024-05-19,Debit,Cash,70300
4643,127,2024-07-29,Credit,Cash,82899
4644,581,2023-06-17,Credit,IMPS,65407
4645,3688,2024-04-23,Credit,Card,18770
4646,8471,2023-10-15,Credit,IMPS,84897
4647,2481,2024-10-09,Credit,NEFT,84949
4648,4022,2024-04-18,Debit,NEFT,10835
4649,3386,2023-03-01,Debit,NEFT,22075
4650,8360,2023-05-06,Debit,Cash,62048
4651,8311,2024-09-15,Credit,Cash,14546
4652,1663,2024-05-28,Debit,Cash,67975
4653,6459,2023-03-30,Credit,Card,24892
4654,1667,2024-09-13,Credit,IMPS,61085
4655,7326,2023-12-29,Debit,Card,55529
4656,1019,2024-03-07,Credit,ATM,91570
4657,4121,2024-11-02,Credit,Cash,25761
4658,7192,2023-02-02,Credit,ATM,22480
4659,7975,2023-02-18,Credit,UPI,75701
4660,5109,2023-02-09,Debit,UPI,71656
4661,7129,2023-11-29,Debit,NEFT,27697
4662,3036,2024-01-21,Debit,Cash,73546
4663,380,2024-06-04,Debit,ATM,90443
4664,4244,2024-12-21,Debit,ATM,22413
4665,2722,2024-12-17,Credit,UPI,41197
4666,4311,2023-12-02,Debit,NEFT,22694
4667,2436,2023-05-17,Debit,IMPS,1026
4668,1190,2024-10-02,Debit,Cash,67825
4669,6618,2024-04-30,Debit,NEFT,59576
4670,2274,2024-06-30,Credit,ATM,91822
4671,6974,2024-09-16,Debit,IMPS,40308
4672,1976,2023-03-21,Debit,Card,84029
4673,3940,2023-06-19,Credit,Cash,23343
4674,2131,2024-01-12,Credit,Card,5987
4675,1955,2024-08-03,Debit,ATM,68000
4676,209,2024-11-06,Debit,Cash,63840
4677,6835,2024-04-08,Credit,IMPS,77831
4678,4664,2024-10-08,Debit,Cash,29866
4679,2572,2024-11-30,Debit,UPI,27091
4680,1891,2024-10-13,Debit,IMPS,93642
4681,7599,2024-05-20,Credit,NEFT,96020
4682,1012,2024-11-03,Debit,IMPS,18057
4683,3473,2023-12-02,Debit,Cash,35246
4684,7850,2024-03-27,Debit,ATM,14351
4685,5609,2023-05-26,Credit,Card,45907
4686,946,2023-12-30,Credit,IMPS,89209
4687,551,2024-08-06,Debit,NEFT,9389
4688,2023,2024-05-17,Credit,ATM,64382
4689,3248,2023-05-23,Credit,NEFT,50674
4690,1650,2023-02-06,Credit,ATM,15362
4691,4412,2023-11-14,Credit,Card,37902
4692,5107,2024-01-29,Debit,Cash,87715
4693,5408,2024-02-03,Credit,Card,75623
4694,1984,2023-05-13,Debit,ATM,79042
4695,6938,2024-06-07,Credit,Cash,49059
4696,4985,2023-06-14,Debit,ATM,75471
4697,5057,2024-01-08,Debit,IMPS,32213
4698,5343,2023-06-29,Debit,Card,35908
4699,2889,2023-04-04,Credit,IMPS,62728
4700,766,2024-05-03,Debit,ATM,622
4701,5273,2024-09-21,Debit,ATM,68539
4702,4100,2023-05-05,Debit,IMPS,33968
4703,1426,2023-10-22,Debit,Card,5479
4704,3816,2023-05-29,Debit,IMPS,92362
4705,1349,2024-05-11,Debit,IMPS,15780
4706,6582,2023-11-30,Debit,UPI,58414
4707,1000,2024-08-03,Credit,IMPS,38153
4708,8059,2023-12-23,Debit,Card,94613
4709,1978,2023-04-14,Credit,Card,94582
4710,3213,2023-03-02,Debit,Card,75119
4711,8846,2023-08-15,Debit,NEFT,8940
4712,2225,2023-02-12,Credit,IMPS,3017
4713,1096,2024-08-22,Credit,ATM,59371
4714,7004,2023-12-05,Credit,UPI,93445
4715,247,2023-05-22,Debit,UPI,70123
4716,5497,2024-06-01,Credit,Cash,97997
4717,5666,2024-03-02,Credit,NEFT,97322
4718,8697,2024-12-20,Debit,IMPS,79110
4719,538,2024-02-14,Credit,NEFT,6583
4720,8227,2023-12-30,Debit,NEFT,51237
4721,974,2024-09-13,Credit,NEFT,47613
4722,2959,2024-12-05,Debit,IMPS,44145
4723,3794,2023-03-20,Credit,IMPS,11653
4724,5460,2023-05-27,Debit,Card,80734
4725,7570,2024-06-16,Debit,ATM,56438
4726,5096,2024-09-09,Debit,ATM,88660
4727,2431,2023-11-10,Credit,IMPS,3725
4728,2873,2024-06-09,Credit,NEFT,59727
4729,7042,2023-03-04,Credit,Cash,30000
4730,316,2023-05-14,Debit,NEFT,39065
4731,8493,2023-04-07,Credit,NEFT,65031
4732,5128,2024-02-21,Debit,UPI,21742
4733,2694,2024-02-23,Credit,UPI,6889
4734,5536,2024-03-06,Debit,ATM,94382
4735,1815,2023-11-26,Credit,IMPS,71362
4736,4694,2023-09-16,Credit,Cash,23444
4737,2099,2024-10-31,Debit,Cash,82652
4738,8228,2024-01-20,Debit,NEFT,24650
4739,6959,2023-06-24,Debit,NEFT,40996
4740,441,2023-07-03,Credit,NEFT,73749
4741,6395,2024-06-16,Debit,UPI,20012
4742,1870,2023-08-18,Credit,UPI,42770
4743,7043,2024-05-07,Credit,IMPS,99432
4744,2368,2024-11-12,Debit,IMPS,18344
4745,4965,2024-06-10,Debit,IMPS,76096
4746,2439,2024-11-27,Debit,NEFT,41657
4747,5050,2023-05-06,Debit,ATM,39746
4748,8818,2023-08-27,Debit,IMPS,49959
4749,1443,2024-09-04,Debit,IMPS,40067
4750,200,2024-04-21,Debit,IMPS,12153
4751,2022,2023-03-27,Credit,UPI,23049
4752,7863,2023-11-04,Debit,IMPS,30893
4753,2125,2023-01-06,Debit,UPI,59632
4754,4235,2023-07-03,Credit,Cash,29978
4755,118,2024-09-04,Credit,Card,16173
4756,3866,2024-06-14,Credit,Cash,13519
4757,1052,2024-12-03,Debit,Cash,73983
4758,131,2023-04-30,Credit,UPI,78582
4759,3913,2023-01-04,Credit,NEFT,12737
4760,7823,2024-12-23,Debit,Card,52462
4761,3425,2024-09-26,Credit,IMPS,59036
4762,4042,2024-12-04,Debit,IMPS,73128
4763,2553,2023-12-03,Debit,Cash,44803
4764,1691,2024-04-11,Credit,ATM,83458
4765,4432,2023-08-29,Debit,NEFT,95720
4766,1397,2024-10-17,Credit,IMPS,88823
4767,1795,2024-05-26,Credit,Cash,53889
4768,7349,2024-07-18,Debit,IMPS,12176
4769,5013,2024-06-21,Debit,Card,1797
4770,3484,2024-11-02,Credit,ATM,64473
4771,6030,2024-05-24,Debit,ATM,462
4772,2235,2023-07-23,Debit,IMPS,78054
4773,1228,2024-03-09,Debit,IMPS,974
4774,3140,2023-04-09,Debit,Card,96767
4775,5516,2023-04-10,Credit,Cash,40635
4776,5716,2024-08-15,Credit,UPI,65113
4777,5360,2023-03-29,Credit,Card,13860
4778,6891,2024-01-06,Credit,Card,81969
4779,4061,2023-03-26,Credit,Cash,50574
4780,5691,2024-02-05,Debit,NEFT,28462
4781,7367,2023-12-27,Debit,UPI,97739
4782,8448,2023-06-13,Credit,IMPS,70704
4783,6415,2023-08-22,Credit,Card,31306
4784,6158,2023-04-30,Debit,UPI,89703
4785,4787,2024-01-13,Debit,Cash,8180
4786,5427,2023-06-27,Credit,NEFT,17489
4787,2431,2023-11-02,Credit,IMPS,84067
4788,2041,2024-08-28,Credit,IMPS,68750
4789,4830,2024-07-03,Credit,IMPS,24056
4790,6633,2023-05-25,Debit,Cash,28068
4791,7257,2023-07-01,Credit,NEFT,78839
4792,4416,2024-07-07,Credit,ATM,35268
4793,6820,2023-01-28,Debit,NEFT,27213
4794,2492,2023-01-20,Credit,NEFT,54526
4795,355,2023-05-10,Debit,NEFT,51201
4796,452,2023-04-28,Credit,Cash,18457
4797,5738,2023-04-08,Credit,ATM,2583
4798,5758,2023-11-27,Debit,NEFT,33467
4799,8801,2023-09-19,Debit,NEFT,23449
4800,8327,2024-04-05,Debit,IMPS,96202
4801,4348,2023-10-02,Credit,UPI,49281
4802,4793,2024-12-08,Debit,Card,55606
4803,2594,2024-04-01,Credit,UPI,21943
4804,4752,2024-09-18,Debit,IMPS,80119
4805,8749,2024-05-26,Credit,UPI,10571
4806,870,2023-01-29,Credit,NEFT,13130
4807,3969,2024-05-27,Debit,UPI,48795
4808,380,2023-03-30,Debit,IMPS,82767
4809,6213,2024-01-14,Debit,NEFT,95822
4810,5329,2024-10-05,Credit,Card,34225
4811,7368,2023-12-29,Credit,NEFT,63990
4812,7380,2024-03-16,Debit,Cash,95075
4813,6374,2024-03-23,Credit,ATM,25033
4814,5675,2023-09-16,Credit,NEFT,38992
4815,7193,2023-03-16,Credit,Card,67911
4816,2808,2024-08-05,Debit,IMPS,61806
4817,8157,2023-07-15,Debit,Cash,6828
4818,1669,2023-07-27,Credit,UPI,3388
4819,2968,2023-05-17,Credit,UPI,54196
4820,3304,2023-05-21,Credit,ATM,4548
4821,4621,2023-10-11,Credit,Cash,96824
4822,5521,2023-06-04,Credit,NEFT,85850
4823,117,2023-09-21,Credit,NEFT,99168
4824,6790,2024-04-02,Debit,ATM,29833
4825,1426,2024-01-08,Debit,NEFT,92593
4826,8245,2024-07-19,Debit,Card,35917
4827,2867,2023-06-24,Debit,ATM,97040
4828,7695,2023-10-21,Credit,UPI,18807
4829,4181,2023-07-24,Debit,IMPS,71410
4830,8614,2023-07-16,Credit,Cash,30791
4831,478,2023-09-25,Credit,ATM,56311
4832,5337,2024-05-26,Credit,IMPS,96863
4833,2437,2024-11-27,Credit,ATM,68154
4834,7003,2023-09-14,Debit,IMPS,57416
4835,2105,2023-12-17,Credit,Card,18976
4836,6273,2024-09-29,Debit,IMPS,11635
4837,6708,2023-05-03,Credit,Card,45235
4838,2730,2023-08-18,Credit,IMPS,58943
4839,1014,2024-08-11,Debit,Card,28758
4840,1132,2023-02-03,Credit,ATM,2525
4841,264,2023-11-09,Credit,Cash,32509
4842,6754,2024-02-09,Debit,NEFT,30329
4843,5405,2023-07-11,Credit,ATM,19095
4844,940,2023-02-12,Debit,Cash,66606
4845,2084,2024-03-14,Credit,Card,54717
4846,1022,2023-11-06,Debit,Cash,15868
4847,892,2024-11-02,Credit,IMPS,64696
4848,7151,2023-11-26,Debit,Card,79041
4849,4131,2023-04-01,Credit,Cash,70452
4850,6387,2023-04-03,Credit,Cash,91156
4851,2990,2023-07-16,Debit,ATM,71458
